Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
3/31/2021,66.88054657,66.92728424,63.14526367,58.87860489,61.09999847,43.72748947,33.3718338,125.3300018,98.96130371,35.86299896,111.4199982,36.77698898,57.83932495,34.99371338,68.98789978,52.19792938,43.84412766,45.7648468
4/30/2021,70.23519897,70.26932526,63.9108963,59.55646133,63.63999939,45.98065948,34.6801033,132.8000031,103.3849487,37.46300125,113.9300003,38.00455475,60.1978569,36.52069092,71.73983002,53.90263367,45.89217377,46.04407883
5/31/2021,70.9801178,71.03205872,65.9015274,61.258564,64.66999817,45.96072006,35.14976501,133.3899994,104.7927475,37.65200043,115.1200027,37.76502991,60.87491226,36.65251923,72.36799622,54.1618309,46.65677643,47.19094467
6/30/2021,71.18495941,71.25695038,64.93888092,60.52742004,65.91999817,47.15000153,35.20999908,133.1000061,104.0189972,38.44200134,112.5899963,38.04000092,60.82844925,37.29600143,73.61000061,53.47999954,46.68292999,46.88999939
7/30/2021,72.98000336,73.01000214,64.79599762,60.09600067,68.48999786,48.81000137,36.01300049,138.3999939,106.3379974,39.31900024,112.5500031,37.95999908,63.06000137,38.34899902,76.22000122,54.65999985,48.32699966,47.27999878
8/31/2021,74.58000183,74.70999908,65.88500214,61.25,69.51000214,49.95999908,36.84799957,141.25,108.8389969,40.19800186,115.2799988,38.63999939,64.09999847,39.22000122,77.65000153,55.31000137,49.29100037,48.68000031
9/30/2021,71.12000275,71.15000153,64.31300354,60.53099823,66.08000183,47.52000046,35.17499924,133.3999939,103.3099976,38.23699951,112.1900024,37.08000183,60.84000015,37.13700104,73.5,52.52000046,46.70100021,47.11000061
10/29/2021,75.08999634,75.04000092,66.81900024,62.04000092,69.44000244,50.54000092,36.68799973,142.9199982,108.7480011,40.1609993,116.5299988,38.06000137,63.59999847,39.3370018,77.55000305,55.13999939,49.24599838,49.20000076
11/30/2021,73.30000305,73.30000305,65.44300079,61.16999817,68.08999634,49.54499817,35.95100021,140.6199951,106.7279968,39.01300049,113.4400024,37.11000061,62.65000153,39.09600067,75.95999908,54.49000168,48.17300034,48.65000153
12/31/2021,77.66699982,77.72000122,68.84999847,64.19000244,73.09999847,52.31399918,38.64199829,150.6600037,114.1699982,41.08000183,119.4899979,39.09000015,68.62999725,41.61500168,80.90000153,58.45999908,52.08100128,52.09000015
